"age"	"hours"	"edu"	"race"	"mari.sta"	"workclass"	"gender"	"income"
"37497"	19	30	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37498"	43	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37499"	65	45	"Community"	"White"	"Married"	"Private"	"Female"	"<=50K"
"37500"	32	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37501"	36	40	"Master"	"White"	"Married"	"State-gov"	"Male"	">50K"
"37502"	41	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37503"	33	40	"Community"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"37504"	34	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37505"	27	45	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37506"	75	50	"dropout"	"White"	"Not_married"	"Self-emp-inc"	"Male"	"<=50K"
"37507"	51	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"37508"	47	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37509"	31	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37510"	40	40	"Master"	"White"	"Not_married"	"Private"	"Female"	">50K"
"37511"	48	30	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37512"	36	40	"Bachelors"	"Black"	"Not_married"	"Local-gov"	"Male"	"<=50K"
"37513"	18	20	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37514"	33	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37515"	34	40	"Master"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37516"	51	48	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37517"	39	40	"Community"	"White"	"Separated"	"State-gov"	"Female"	"<=50K"
"37518"	20	35	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37519"	67	20	"Community"	"Black"	"Separated"	"Local-gov"	"Female"	"<=50K"
"37520"	42	60	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37521"	59	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37522"	31	40	"HighGrad"	"Black"	"Not_married"	"Local-gov"	"Male"	"<=50K"
"37523"	19	30	"Community"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"37524"	47	48	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37525"	68	30	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37526"	30	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37527"	34	60	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37528"	49	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37529"	38	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37530"	60	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37531"	51	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37532"	24	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37533"	18	35	"Community"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"37534"	24	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37535"	21	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37536"	48	40	"HighGrad"	"White"	"Married"	"Local-gov"	"Female"	">50K"
"37537"	52	40	"dropout"	"White"	"Married"	"Local-gov"	"Female"	"<=50K"
"37538"	48	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"37539"	40	66	"Bachelors"	"White"	"Married"	"Federal-gov"	"Male"	">50K"
"37540"	20	20	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37541"	31	25	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37542"	30	50	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37543"	30	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37544"	51	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37545"	29	40	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37546"	56	16	"Master"	"White"	"Not_married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37547"	46	40	"Bachelors"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37548"	41	40	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37549"	29	40	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37550"	48	30	"HighGrad"	"Asian-Pac-Islander"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37551"	34	50	"HighGrad"	"White"	"Separated"	"Self-emp-inc"	"Female"	"<=50K"
"37552"	42	50	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37553"	25	30	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37554"	47	40	"dropout"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"37555"	23	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37556"	43	22	"Community"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"37557"	19	35	"Community"	"Black"	"Not_married"	"Local-gov"	"Female"	"<=50K"
"37558"	22	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37559"	40	70	"Bachelors"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"37560"	41	40	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37561"	71	60	"Bachelors"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"37562"	42	45	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37563"	31	47	"Bachelors"	"White"	"Not_married"	"State-gov"	"Male"	"<=50K"
"37564"	58	70	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37565"	36	12	"dropout"	"Black"	"Widow"	"Private"	"Female"	"<=50K"
"37566"	31	65	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37567"	41	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37568"	35	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37569"	28	15	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37570"	27	55	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37571"	17	40	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37572"	35	50	"HighGrad"	"White"	"Separated"	"Self-emp-not-inc"	"Male"	">50K"
"37573"	44	40	"Bachelors"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37574"	27	40	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Female"	"<=50K"
"37575"	51	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37576"	49	45	"HighGrad"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"37577"	64	10	"dropout"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"37578"	54	45	"dropout"	"White"	"Separated"	"Self-emp-not-inc"	"Male"	"<=50K"
"37579"	43	40	"HighGrad"	"Other"	"Married"	"Private"	"Male"	"<=50K"
"37580"	32	35	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"37581"	36	43	"Community"	"Black"	"Not_married"	"Private"	"Male"	">50K"
"37582"	26	50	"HighGrad"	"Asian-Pac-Islander"	"Not_married"	"Self-emp-not-inc"	"Male"	">50K"
"37583"	37	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37584"	38	40	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37585"	26	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37586"	50	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37587"	47	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37588"	42	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37589"	66	40	"HighGrad"	"Black"	"Widow"	"Local-gov"	"Female"	"<=50K"
"37590"	43	32	"HighGrad"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"37591"	37	45	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37592"	37	35	"dropout"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37593"	25	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37594"	29	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37595"	50	40	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"37596"	42	70	"Master"	"White"	"Not_married"	"State-gov"	"Male"	"<=50K"
"37597"	32	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37598"	42	40	"Community"	"White"	"Married"	"State-gov"	"Male"	">50K"
"37599"	41	50	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37600"	25	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37601"	65	50	"HighGrad"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"37602"	32	50	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37603"	32	10	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37604"	24	60	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37605"	51	40	"HighGrad"	"White"	"Separated"	"Federal-gov"	"Female"	"<=50K"
"37606"	28	35	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37607"	32	55	"Community"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"37608"	77	40	"Master"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37609"	47	20	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37610"	26	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37611"	20	20	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37612"	57	35	"Community"	"Black"	"Married"	"State-gov"	"Male"	">50K"
"37613"	40	45	"PhD"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37614"	50	40	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"37615"	19	45	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37616"	54	40	"dropout"	"White"	"Married"	"Federal-gov"	"Male"	"<=50K"
"37617"	51	40	"Community"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"37618"	51	50	"Bachelors"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"37619"	38	40	"Community"	"White"	"Married"	"State-gov"	"Male"	">50K"
"37620"	17	20	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37621"	32	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37622"	29	45	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37623"	42	40	"Community"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"37624"	40	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37625"	27	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37626"	22	20	"Bachelors"	"White"	"Not_married"	"State-gov"	"Female"	"<=50K"
"37627"	58	40	"dropout"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"37628"	61	45	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37629"	42	35	"Bachelors"	"Black"	"Married"	"Private"	"Female"	">50K"
"37630"	49	40	"Master"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"37631"	41	40	"Bachelors"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"37632"	43	40	"HighGrad"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"37633"	46	40	"Bachelors"	"White"	"Separated"	"Private"	"Male"	">50K"
"37634"	28	45	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"37635"	39	50	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"37636"	50	40	"Community"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"37637"	57	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37638"	47	38	"HighGrad"	"White"	"Married"	"Private"	"Female"	"<=50K"
"37639"	79	40	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37640"	40	45	"HighGrad"	"White"	"Married"	"Private"	"Female"	"<=50K"
"37641"	35	40	"Bachelors"	"Asian-Pac-Islander"	"Married"	"Federal-gov"	"Male"	"<=50K"
"37642"	35	80	"Bachelors"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"37643"	30	60	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37644"	26	40	"dropout"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"37645"	49	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"37646"	48	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37647"	22	45	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37648"	22	30	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37649"	50	47	"dropout"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"37650"	47	60	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37651"	36	50	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37652"	44	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37653"	73	9	"dropout"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"37654"	34	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37655"	37	40	"Community"	"Asian-Pac-Islander"	"Married"	"Private"	"Male"	"<=50K"
"37656"	46	40	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"37657"	29	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37658"	24	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37659"	29	35	"Community"	"White"	"Not_married"	"State-gov"	"Male"	"<=50K"
"37660"	18	20	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37661"	59	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"37662"	27	50	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37663"	50	45	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37664"	25	24	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37665"	42	45	"Bachelors"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37666"	36	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37667"	62	60	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37668"	71	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37669"	38	55	"Bachelors"	"White"	"Separated"	"Private"	"Male"	">50K"
"37670"	44	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"37671"	49	60	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37672"	60	40	"Bachelors"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"37673"	28	40	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37674"	26	55	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37675"	18	12	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37676"	43	50	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37677"	65	44	"dropout"	"White"	"Widow"	"Local-gov"	"Male"	"<=50K"
"37678"	23	44	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37679"	21	35	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37680"	20	40	"HighGrad"	"White"	"Not_married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37681"	19	18	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Female"	"<=50K"
"37682"	77	32	"HighGrad"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"37683"	32	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37684"	37	30	"Community"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"37685"	29	45	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37686"	59	45	"PhD"	"White"	"Married"	"Private"	"Male"	">50K"
"37687"	22	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37688"	31	48	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"37689"	59	60	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37690"	29	40	"Community"	"White"	"Not_married"	"Federal-gov"	"Female"	">50K"
"37691"	56	50	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"37692"	19	20	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37693"	37	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37694"	58	40	"Master"	"White"	"Married"	"State-gov"	"Male"	">50K"
"37695"	41	40	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"37696"	29	38	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37697"	38	50	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37698"	36	50	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"37699"	19	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37700"	46	28	"HighGrad"	"White"	"Married"	"Private"	"Female"	">50K"
"37701"	42	45	"Master"	"White"	"Married"	"Private"	"Female"	">50K"
"37702"	29	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37703"	42	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37704"	29	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37705"	47	40	"Master"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37706"	37	40	"dropout"	"White"	"Married"	"Private"	"Male"	">50K"
"37707"	39	45	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37708"	46	35	"Bachelors"	"Black"	"Separated"	"Private"	"Female"	">50K"
"37709"	28	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37710"	36	56	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37711"	39	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37712"	44	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37713"	60	40	"HighGrad"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"37714"	35	50	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	">50K"
"37715"	59	48	"Bachelors"	"Black"	"Married"	"Private"	"Male"	">50K"
"37716"	21	60	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37717"	22	16	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37718"	31	50	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37719"	40	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37720"	33	45	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"37721"	41	60	"Master"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"37722"	31	35	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Female"	">50K"
"37723"	62	40	"Community"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"37724"	43	35	"HighGrad"	"White"	"Married"	"Private"	"Female"	"<=50K"
"37725"	28	60	"Bachelors"	"Black"	"Not_married"	"Local-gov"	"Female"	"<=50K"
"37726"	43	40	"dropout"	"Black"	"Married"	"Private"	"Male"	">50K"
"37727"	55	55	"Master"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"37728"	42	25	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37729"	23	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37730"	55	40	"Community"	"White"	"Married"	"Federal-gov"	"Male"	">50K"
"37731"	44	45	"Bachelors"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"37732"	19	32	"dropout"	"Other"	"Not_married"	"Private"	"Female"	"<=50K"
"37733"	23	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37734"	41	50	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37735"	51	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37736"	29	20	"Master"	"Asian-Pac-Islander"	"Not_married"	"State-gov"	"Female"	"<=50K"
"37737"	25	40	"Community"	"White"	"Not_married"	"Private"	"Male"	">50K"
"37738"	44	50	"Master"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"37739"	17	30	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37740"	42	40	"Master"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"37741"	21	35	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37742"	26	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37743"	24	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37744"	30	42	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37745"	19	28	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37746"	65	24	"dropout"	"White"	"Widow"	"State-gov"	"Female"	"<=50K"
"37747"	52	60	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"37748"	17	20	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37749"	27	22	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37750"	53	40	"Master"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37751"	24	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37752"	37	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37753"	34	18	"Community"	"White"	"Married"	"Private"	"Female"	"<=50K"
"37754"	40	50	"Community"	"White"	"Separated"	"Local-gov"	"Male"	">50K"
"37755"	49	40	"HighGrad"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"37756"	86	40	"Master"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37757"	49	60	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"37758"	43	60	"dropout"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37759"	47	35	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37760"	32	50	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"37761"	30	60	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37762"	25	40	"HighGrad"	"White"	"Not_married"	"Local-gov"	"Male"	"<=50K"
"37763"	42	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37764"	60	65	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37765"	46	38	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37766"	39	40	"Community"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"37767"	28	70	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"37768"	26	55	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37769"	27	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37770"	59	40	"Community"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"37771"	64	40	"HighGrad"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"37772"	90	12	"HighGrad"	"White"	"Not_married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37773"	51	45	"Community"	"White"	"Separated"	"Private"	"Female"	">50K"
"37774"	36	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37775"	39	40	"dropout"	"Other"	"Not_married"	"Private"	"Female"	"<=50K"
"37776"	47	40	"Master"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"37777"	32	60	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"37778"	24	40	"Community"	"White"	"Married"	"Private"	"Female"	"<=50K"
"37779"	23	30	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37780"	62	20	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37781"	35	65	"Bachelors"	"White"	"Separated"	"Self-emp-not-inc"	"Male"	"<=50K"
"37782"	27	40	"Bachelors"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"37783"	49	35	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37784"	18	20	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37785"	19	30	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37786"	63	40	"Community"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"37787"	54	40	"HighGrad"	"Black"	"Married"	"Private"	"Female"	"<=50K"
"37788"	24	40	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"37789"	61	50	"dropout"	"White"	"Married"	"Private"	"Male"	">50K"
"37790"	50	48	"HighGrad"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"37791"	36	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"37792"	21	50	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37793"	38	50	"Master"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"37794"	30	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37795"	22	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37796"	33	52	"Community"	"Asian-Pac-Islander"	"Separated"	"Private"	"Female"	"<=50K"
"37797"	39	38	"HighGrad"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"37798"	42	50	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"37799"	42	33	"Bachelors"	"White"	"Separated"	"Local-gov"	"Male"	"<=50K"
"37800"	29	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37801"	35	55	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37802"	23	30	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37803"	28	60	"Community"	"Amer-Indian-Eskimo"	"Married"	"Private"	"Male"	"<=50K"
"37804"	34	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37805"	40	40	"Community"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"37806"	67	30	"HighGrad"	"White"	"Widow"	"Self-emp-not-inc"	"Female"	"<=50K"
"37807"	49	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37808"	34	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37809"	26	35	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37810"	25	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"37811"	40	30	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"37812"	56	40	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"37813"	35	45	"Community"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"37814"	54	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"37815"	25	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"37816"	28	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
